Date,KPI Name,Value,Target,Unit,Department,Category,Remarks
12-07-2024,Product Defect Rate,0.88,0.79,%,Quality Control,Quality,On track
29-01-2024,Fuel Efficiency,8.05,8.91,km/l,Logistics,Energy,Requires improvement
27-01-2024,Transport Emissions,2.25,2.1,tons,Logistics,Emissions,New initiative
29-04-2024,Transport Emissions,8.63,8.03,tons,Logistics,Emissions,Requires improvement
13-11-2024,Water Usage,19812.08,18618.57,liters,Manufacturing,Water,New initiative
20-08-2024,Waste Generation,3602.97,3324.42,kg,Manufacturing,Waste,On track
30-10-2024,On-Time Delivery Rate,77.52,86.08,%,Logistics,Operational,On track
03-09-2024,Employee Turnover Rate,1.55,1.46,%,Operations,Social Impact,Requires improvement
06-03-2024,Inspection Hours,11.08,10.41,hours,Quality Control,Quality,On track
08-06-2024,Transport Emissions,10.75,10.03,tons,Logistics,Emissions,Below target
07-07-2024,Employee Turnover Rate,1.3,1.2,%,Operations,Social Impact,Below target
01-05-2024,Production Downtime,13.8,12.89,hours,Manufacturing,Operational,On track
05-02-2024,Water Usage,17846.99,16933.68,liters,Manufacturing,Water,Above target
03-11-2024,On-Time Delivery Rate,85.7,91.68,%,Logistics,Operational,Requires improvement
23-02-2024,Packaging Waste,327.25,301.38,kg,Logistics,Waste,Above target
20-12-2024,Product Defect Rate,2.73,2.58,%,Quality Control,Quality,Above target
11-07-2024,Equipment Maintenance Cost,6427.24,5861.33,USD,Operations,Operational,Below target
06-01-2024,Equipment Maintenance Cost,2250.32,2136.67,USD,Operations,Operational,Below target
13-08-2024,Waste Generation,363.27,344.08,kg,Manufacturing,Waste,Below target
25-05-2024,Training Hours,6.29,6.98,hours,Operations,Social Impact,Above target
10-10-2024,Employee Turnover Rate,1.99,1.83,%,Operations,Social Impact,Below target
21-02-2024,Employee Turnover Rate,0.84,0.79,%,Operations,Social Impact,Below target
22-06-2024,Carbon Emissions,48.04,44.1,tons,Manufacturing,Emissions,On track
04-12-2024,Training Hours,23.45,25.53,hours,Operations,Social Impact,Below target
07-03-2024,Equipment Maintenance Cost,8844.68,7989.12,USD,Operations,Operational,Above target
02-11-2024,Employee Turnover Rate,1.41,1.3,%,Operations,Social Impact,Below target
06-04-2024,Inspection Hours,28.03,26.3,hours,Quality Control,Quality,New initiative
05-03-2024,On-Time Delivery Rate,79.69,88.28,%,Logistics,Operational,Below target
03-02-2024,Inspection Hours,23.18,21.77,hours,Quality Control,Quality,New initiative
10-07-2024,Equipment Maintenance Cost,7637.43,7120.02,USD,Operations,Operational,New initiative
21-12-2024,Audit Failures,0.36,0.34,count,Quality Control,Quality,New initiative
28-11-2024,Audit Failures,0.95,0.88,count,Quality Control,Quality,New initiative
21-07-2024,Carbon Emissions,31.55,29.76,tons,Manufacturing,Emissions,Above target
10-07-2024,Training Hours,22.17,24.13,hours,Operations,Social Impact,Above target
22-09-2024,Fuel Efficiency,5.13,5.67,km/l,Logistics,Energy,Requires improvement
21-06-2024,On-Time Delivery Rate,83.87,90.84,%,Logistics,Operational,New initiative
11-06-2024,Audit Failures,0.94,0.87,count,Quality Control,Quality,Requires improvement
26-11-2024,Transport Emissions,1.47,1.36,tons,Logistics,Emissions,Below target
19-09-2024,Waste Generation,4820.1,4527.08,kg,Manufacturing,Waste,New initiative
03-07-2024,Waste Generation,4902.96,4647.71,kg,Manufacturing,Waste,On track
08-05-2024,Production Downtime,8,7.28,hours,Manufacturing,Operational,Below target
05-10-2024,Packaging Waste,135.79,126.31,kg,Logistics,Waste,Above target
25-07-2024,Fuel Efficiency,8.09,8.85,km/l,Logistics,Energy,Below target
22-07-2024,Product Defect Rate,2.62,2.43,%,Quality Control,Quality,Above target
21-09-2024,Employee Turnover Rate,1.69,1.59,%,Operations,Social Impact,Above target
07-08-2024,Audit Failures,0.68,0.61,count,Quality Control,Quality,Above target
10-07-2024,Inspection Hours,15.97,15.05,hours,Quality Control,Quality,On track
03-12-2024,Employee Turnover Rate,1.04,0.96,%,Operations,Social Impact,Requires improvement
19-12-2024,Packaging Waste,151.47,139.55,kg,Logistics,Waste,Requires improvement
12-03-2024,Packaging Waste,314.13,291.63,kg,Logistics,Waste,On track
20-10-2024,Training Hours,28.73,30.57,hours,Operations,Social Impact,New initiative
16-07-2024,Audit Failures,0.41,0.38,count,Quality Control,Quality,New initiative
23-11-2024,Equipment Maintenance Cost,1532.06,1422.48,USD,Operations,Operational,Requires improvement
17-01-2024,Fuel Efficiency,5.47,5.86,km/l,Logistics,Energy,Above target
25-05-2024,Product Defect Rate,1.34,1.21,%,Quality Control,Quality,Requires improvement
30-01-2024,Employee Turnover Rate,1.01,0.94,%,Operations,Social Impact,Requires improvement
19-07-2024,Fuel Efficiency,5.53,5.86,km/l,Logistics,Energy,Requires improvement
18-07-2024,Workplace Safety Incidents,0.39,0.36,count,Operations,Social Impact,On track
22-03-2024,Employee Turnover Rate,1.93,1.81,%,Operations,Social Impact,Requires improvement
13-04-2024,On-Time Delivery Rate,84.1,90.02,%,Logistics,Operational,Below target
06-05-2024,Carbon Emissions,54.69,50.12,tons,Manufacturing,Emissions,New initiative
27-05-2024,Transport Emissions,9.74,9.05,tons,Logistics,Emissions,On track
19-07-2024,Customer Complaints,7,6.55,count,Quality Control,Social Impact,Below target
22-08-2024,Equipment Maintenance Cost,2866.78,2709.1,USD,Operations,Operational,Requires improvement
02-05-2024,Inspection Hours,22.46,20.32,hours,Quality Control,Quality,On track
23-12-2024,Training Hours,41.45,44.72,hours,Operations,Social Impact,On track
07-07-2024,Equipment Maintenance Cost,4407.14,4134.31,USD,Operations,Operational,On track
18-08-2024,Energy Consumption,27697.77,26007.53,kWh,Manufacturing,Energy,Requires improvement
07-02-2024,Training Hours,12.93,14.33,hours,Operations,Social Impact,On track
22-07-2024,Audit Failures,0.69,0.63,count,Quality Control,Quality,Above target
16-06-2024,Energy Consumption,16277.26,15226.64,kWh,Manufacturing,Energy,Above target
12-08-2024,Audit Failures,0.92,0.83,count,Quality Control,Quality,Above target
10-01-2024,Equipment Maintenance Cost,8294.05,7813.64,USD,Operations,Operational,Above target
27-03-2024,Carbon Emissions,39.27,36.47,tons,Manufacturing,Emissions,Requires improvement
01-04-2024,Energy Consumption,35482.24,32206.34,kWh,Manufacturing,Energy,Below target
22-12-2024,Workplace Safety Incidents,2.68,2.48,count,Operations,Social Impact,Requires improvement
18-07-2024,Production Downtime,14.62,13.68,hours,Manufacturing,Operational,On track
13-04-2024,Transport Emissions,2,1.8,tons,Logistics,Emissions,Requires improvement
03-08-2024,Training Hours,41.76,45.89,hours,Operations,Social Impact,On track
22-04-2024,Energy Consumption,20170.25,18347.01,kWh,Manufacturing,Energy,On track
25-02-2024,Carbon Emissions,79.08,75.16,tons,Manufacturing,Emissions,New initiative
04-10-2024,Packaging Waste,302.92,275.5,kg,Logistics,Waste,Above target
14-06-2024,Audit Failures,0.24,0.22,count,Quality Control,Quality,Below target
18-04-2024,Workplace Safety Incidents,1.21,1.11,count,Operations,Social Impact,Requires improvement
07-07-2024,Inspection Hours,6.65,6.26,hours,Quality Control,Quality,New initiative
12-09-2024,Energy Consumption,44845.7,41282.93,kWh,Manufacturing,Energy,New initiative
28-03-2024,Production Downtime,16.87,15.96,hours,Manufacturing,Operational,New initiative
13-12-2024,Fuel Efficiency,7.59,8,km/l,Logistics,Energy,Requires improvement
07-12-2024,Training Hours,12.09,12.89,hours,Operations,Social Impact,Below target
17-08-2024,Product Defect Rate,2.01,1.87,%,Quality Control,Quality,New initiative
29-04-2024,Inspection Hours,17.59,16.45,hours,Quality Control,Quality,On track
07-08-2024,Production Downtime,16.38,14.84,hours,Manufacturing,Operational,Above target
13-04-2024,Workplace Safety Incidents,0.18,0.17,count,Operations,Social Impact,Below target
15-08-2024,Equipment Maintenance Cost,2441.66,2202.12,USD,Operations,Operational,New initiative
23-09-2024,On-Time Delivery Rate,81.83,87.78,%,Logistics,Operational,On track
24-06-2024,Customer Complaints,7.51,6.84,count,Quality Control,Social Impact,Below target
17-12-2024,Employee Turnover Rate,1.43,1.31,%,Operations,Social Impact,Above target
03-02-2024,Equipment Maintenance Cost,5453.98,4958.63,USD,Operations,Operational,On track
14-04-2024,Product Defect Rate,4.79,4.32,%,Quality Control,Quality,Above target
30-04-2024,Workplace Safety Incidents,0.52,0.48,count,Operations,Social Impact,Above target
05-05-2024,Water Usage,36524.47,33440.82,liters,Manufacturing,Water,Above target
17-08-2024,Inspection Hours,20.15,18.44,hours,Quality Control,Quality,New initiative
22-07-2024,Training Hours,40.48,43.81,hours,Operations,Social Impact,Below target
09-08-2024,Inspection Hours,16.77,15.45,hours,Quality Control,Quality,New initiative
02-06-2024,Equipment Maintenance Cost,688.21,632.51,USD,Operations,Operational,On track
25-05-2024,Employee Turnover Rate,0.96,0.89,%,Operations,Social Impact,Requires improvement
10-04-2024,Audit Failures,0.14,0.13,count,Quality Control,Quality,Requires improvement
08-09-2024,Employee Turnover Rate,0.56,0.51,%,Operations,Social Impact,Below target
15-07-2024,Audit Failures,1.88,1.78,count,Quality Control,Quality,Below target
20-01-2024,Customer Complaints,6.41,5.96,count,Quality Control,Social Impact,Requires improvement
10-05-2024,Water Usage,46674.35,42385.82,liters,Manufacturing,Water,Requires improvement
29-11-2024,Transport Emissions,13.06,11.99,tons,Logistics,Emissions,On track
04-07-2024,Audit Failures,1.47,1.34,count,Quality Control,Quality,On track
10-05-2024,Carbon Emissions,35.96,33.52,tons,Manufacturing,Emissions,Above target
22-07-2024,Employee Turnover Rate,0.57,0.52,%,Operations,Social Impact,Requires improvement
06-08-2024,Production Downtime,18.65,17.6,hours,Manufacturing,Operational,Above target
27-10-2024,Packaging Waste,275.29,255.1,kg,Logistics,Waste,Requires improvement
25-02-2024,Transport Emissions,15.3,14.48,tons,Logistics,Emissions,On track
23-12-2024,On-Time Delivery Rate,79.84,87.69,%,Logistics,Operational,Requires improvement
19-02-2024,Fuel Efficiency,9.35,9.94,km/l,Logistics,Energy,On track
28-03-2024,Water Usage,26723.14,24925.37,liters,Manufacturing,Water,Requires improvement
03-04-2024,Training Hours,12.14,13.39,hours,Operations,Social Impact,Requires improvement
31-01-2024,Water Usage,28787.51,26214.73,liters,Manufacturing,Water,Above target
13-08-2024,Employee Turnover Rate,0.97,0.89,%,Operations,Social Impact,Requires improvement
21-05-2024,Carbon Emissions,18.11,17.18,tons,Manufacturing,Emissions,On track
10-12-2024,Waste Generation,363.54,342.4,kg,Manufacturing,Waste,Requires improvement
06-12-2024,Energy Consumption,7747.54,7264.02,kWh,Manufacturing,Energy,On track
04-11-2024,Energy Consumption,14498.08,13622.24,kWh,Manufacturing,Energy,Requires improvement
21-06-2024,Transport Emissions,9.99,9.16,tons,Logistics,Emissions,Requires improvement
06-12-2024,Packaging Waste,499.75,470.19,kg,Logistics,Waste,Below target
21-02-2024,Audit Failures,1.22,1.16,count,Quality Control,Quality,Below target
14-01-2024,Water Usage,43656.53,40167.95,liters,Manufacturing,Water,Above target
07-07-2024,Production Downtime,9.19,8.59,hours,Manufacturing,Operational,Above target
22-11-2024,Audit Failures,1.03,0.96,count,Quality Control,Quality,On track
13-12-2024,Fuel Efficiency,7.71,8.17,km/l,Logistics,Energy,Below target
11-02-2024,Inspection Hours,20.17,18.56,hours,Quality Control,Quality,New initiative
03-12-2024,Transport Emissions,18.84,17.84,tons,Logistics,Emissions,Requires improvement
23-09-2024,Water Usage,15399.29,14009.56,liters,Manufacturing,Water,Above target
27-08-2024,Carbon Emissions,57.79,54.81,tons,Manufacturing,Emissions,New initiative
03-05-2024,Equipment Maintenance Cost,9572.99,8846.48,USD,Operations,Operational,New initiative
24-02-2024,Employee Turnover Rate,0.83,0.76,%,Operations,Social Impact,On track
23-05-2024,Product Defect Rate,1.22,1.15,%,Quality Control,Quality,Requires improvement
06-12-2024,Training Hours,33.14,34.97,hours,Operations,Social Impact,On track
21-10-2024,Equipment Maintenance Cost,1359.2,1270.29,USD,Operations,Operational,Above target
30-11-2024,Waste Generation,2182.22,2009.65,kg,Manufacturing,Waste,Requires improvement
27-02-2024,Inspection Hours,10.59,9.59,hours,Quality Control,Quality,On track
20-10-2024,Waste Generation,4118.48,3754.79,kg,Manufacturing,Waste,On track
01-01-2024,On-Time Delivery Rate,88.64,93.53,%,Logistics,Operational,New initiative
04-08-2024,Fuel Efficiency,7.23,7.95,km/l,Logistics,Energy,Requires improvement
23-09-2024,Packaging Waste,408.88,387.09,kg,Logistics,Waste,Above target
10-06-2024,Workplace Safety Incidents,1.19,1.1,count,Operations,Social Impact,Requires improvement
16-03-2024,Training Hours,39.47,42.67,hours,Operations,Social Impact,Requires improvement
02-11-2024,On-Time Delivery Rate,87.15,92.47,%,Logistics,Operational,On track
27-12-2024,Packaging Waste,276.07,257.97,kg,Logistics,Waste,Below target
31-01-2024,Inspection Hours,17.38,16.25,hours,Quality Control,Quality,Requires improvement
24-12-2024,On-Time Delivery Rate,84.93,93.28,%,Logistics,Operational,Above target
03-12-2024,Carbon Emissions,94.63,87.11,tons,Manufacturing,Emissions,Below target
27-06-2024,Workplace Safety Incidents,1.64,1.5,count,Operations,Social Impact,Requires improvement
22-12-2024,Audit Failures,0.14,0.13,count,Quality Control,Quality,Below target
28-01-2024,Equipment Maintenance Cost,1424.54,1305.12,USD,Operations,Operational,New initiative
22-12-2024,Transport Emissions,13.44,12.48,tons,Logistics,Emissions,Requires improvement
29-11-2024,Customer Complaints,8.97,8.17,count,Quality Control,Social Impact,Above target
11-07-2024,Waste Generation,3974.89,3684.6,kg,Manufacturing,Waste,Above target
01-04-2024,Inspection Hours,28.15,25.47,hours,Quality Control,Quality,Requires improvement
10-08-2024,Energy Consumption,49112.45,45797.6,kWh,Manufacturing,Energy,New initiative
07-09-2024,Equipment Maintenance Cost,2827.51,2561.55,USD,Operations,Operational,Requires improvement
25-08-2024,On-Time Delivery Rate,84.09,91.53,%,Logistics,Operational,On track
02-03-2024,Customer Complaints,6.32,5.83,count,Quality Control,Social Impact,On track
25-04-2024,Energy Consumption,10492.32,9779.58,kWh,Manufacturing,Energy,New initiative
21-12-2024,Production Downtime,13.59,12.62,hours,Manufacturing,Operational,Below target
01-06-2024,Production Downtime,7.72,7.13,hours,Manufacturing,Operational,Requires improvement
04-04-2024,Workplace Safety Incidents,0.98,0.92,count,Operations,Social Impact,New initiative
07-09-2024,Product Defect Rate,2.27,2.14,%,Quality Control,Quality,New initiative
16-04-2024,Production Downtime,17.56,16.28,hours,Manufacturing,Operational,On track
11-10-2024,Carbon Emissions,95,87.58,tons,Manufacturing,Emissions,On track
30-11-2024,Customer Complaints,1.23,1.11,count,Quality Control,Social Impact,Above target
13-02-2024,Workplace Safety Incidents,1.69,1.59,count,Operations,Social Impact,On track
04-08-2024,Production Downtime,9.48,8.99,hours,Manufacturing,Operational,Above target
30-05-2024,Carbon Emissions,40.66,37.05,tons,Manufacturing,Emissions,New initiative
29-06-2024,Inspection Hours,19.43,18.16,hours,Quality Control,Quality,New initiative
06-04-2024,Workplace Safety Incidents,1.99,1.8,count,Operations,Social Impact,On track
04-11-2024,Training Hours,39.64,43.52,hours,Operations,Social Impact,Above target
08-02-2024,Training Hours,16.37,17.48,hours,Operations,Social Impact,Requires improvement
21-08-2024,Packaging Waste,221.8,209.64,kg,Logistics,Waste,Requires improvement
01-10-2024,Waste Generation,3781.74,3447.32,kg,Manufacturing,Waste,Above target
09-07-2024,Workplace Safety Incidents,1.89,1.73,count,Operations,Social Impact,Above target
13-07-2024,Equipment Maintenance Cost,8304.89,7605.77,USD,Operations,Operational,Requires improvement
26-02-2024,Production Downtime,8.71,7.96,hours,Manufacturing,Operational,New initiative
19-05-2024,Product Defect Rate,1.98,1.79,%,Quality Control,Quality,Below target
12-07-2024,Employee Turnover Rate,0.96,0.91,%,Operations,Social Impact,Above target
28-10-2024,Energy Consumption,12907.91,12087.18,kWh,Manufacturing,Energy,Below target
09-10-2024,Product Defect Rate,2.88,2.69,%,Quality Control,Quality,Below target
02-04-2024,Fuel Efficiency,8.61,9.48,km/l,Logistics,Energy,Requires improvement
17-12-2024,Transport Emissions,10.06,9.12,tons,Logistics,Emissions,On track
28-01-2024,Employee Turnover Rate,0.77,0.71,%,Operations,Social Impact,Below target
03-04-2024,On-Time Delivery Rate,84.52,91.78,%,Logistics,Operational,Requires improvement
07-08-2024,Customer Complaints,7.98,7.38,count,Quality Control,Social Impact,Below target
27-07-2024,Training Hours,30.39,33.6,hours,Operations,Social Impact,Below target
17-02-2024,Fuel Efficiency,7.38,8.17,km/l,Logistics,Energy,Above target
06-01-2024,Workplace Safety Incidents,0.25,0.23,count,Operations,Social Impact,Requires improvement
23-12-2024,Inspection Hours,16.99,15.73,hours,Quality Control,Quality,New initiative
05-08-2024,Water Usage,1681.11,1528.99,liters,Manufacturing,Water,On track
16-12-2024,On-Time Delivery Rate,88.58,94.94,%,Logistics,Operational,New initiative
25-04-2024,Production Downtime,11.73,10.66,hours,Manufacturing,Operational,New initiative
27-01-2024,Workplace Safety Incidents,1.1,1,count,Operations,Social Impact,Below target
22-06-2024,Audit Failures,0.76,0.7,count,Quality Control,Quality,On track
19-04-2024,Workplace Safety Incidents,0.87,0.8,count,Operations,Social Impact,Below target
19-01-2024,Production Downtime,10.9,10.31,hours,Manufacturing,Operational,New initiative
17-06-2024,Audit Failures,0.11,0.1,count,Quality Control,Quality,Requires improvement
24-07-2024,Packaging Waste,98.22,90.12,kg,Logistics,Waste,Above target
27-09-2024,Fuel Efficiency,5.09,5.51,km/l,Logistics,Energy,On track
02-12-2024,Equipment Maintenance Cost,1676.51,1549.72,USD,Operations,Operational,Above target
07-08-2024,On-Time Delivery Rate,82.42,89.71,%,Logistics,Operational,Below target
23-03-2024,Training Hours,9.12,9.89,hours,Operations,Social Impact,Requires improvement
26-02-2024,Training Hours,34.77,38.62,hours,Operations,Social Impact,Above target
17-01-2024,Training Hours,6.26,6.81,hours,Operations,Social Impact,Below target
01-03-2024,Employee Turnover Rate,2.11,1.92,%,Operations,Social Impact,Below target
15-06-2024,Audit Failures,1.1,1.03,count,Quality Control,Quality,Above target
05-03-2024,Audit Failures,0.26,0.25,count,Quality Control,Quality,On track
27-01-2024,Training Hours,25.81,27.5,hours,Operations,Social Impact,Above target
02-09-2024,Transport Emissions,19.55,18.32,tons,Logistics,Emissions,Requires improvement
12-11-2024,Packaging Waste,268.67,252.02,kg,Logistics,Waste,Above target
24-12-2024,Employee Turnover Rate,0.95,0.87,%,Operations,Social Impact,Below target
24-12-2024,Equipment Maintenance Cost,2384.92,2230.67,USD,Operations,Operational,On track
27-04-2024,Employee Turnover Rate,2.15,1.99,%,Operations,Social Impact,Above target
15-03-2024,Carbon Emissions,49.06,46.12,tons,Manufacturing,Emissions,Above target
13-07-2024,Product Defect Rate,3.27,2.96,%,Quality Control,Quality,On track
21-06-2024,Customer Complaints,7,6.64,count,Quality Control,Social Impact,Above target
04-06-2024,Audit Failures,0.12,0.11,count,Quality Control,Quality,On track
06-05-2024,Waste Generation,2134.14,1945.17,kg,Manufacturing,Waste,Requires improvement
18-04-2024,Fuel Efficiency,5.32,5.91,km/l,Logistics,Energy,Below target
04-04-2024,Transport Emissions,6.32,5.88,tons,Logistics,Emissions,Requires improvement
08-12-2024,Transport Emissions,7.91,7.24,tons,Logistics,Emissions,On track
04-07-2024,Production Downtime,16.56,15.01,hours,Manufacturing,Operational,Below target
14-02-2024,On-Time Delivery Rate,83.31,91.5,%,Logistics,Operational,Requires improvement
27-10-2024,Carbon Emissions,72,66.66,tons,Manufacturing,Emissions,On track
06-10-2024,Employee Turnover Rate,1.71,1.56,%,Operations,Social Impact,On track
30-09-2024,Packaging Waste,376.41,357.39,kg,Logistics,Waste,Above target
13-10-2024,Workplace Safety Incidents,0.38,0.35,count,Operations,Social Impact,Below target
04-02-2024,Packaging Waste,251.82,235.67,kg,Logistics,Waste,Requires improvement
26-03-2024,Audit Failures,1.05,1,count,Quality Control,Quality,On track
21-12-2024,On-Time Delivery Rate,83.31,87.9,%,Logistics,Operational,On track
08-02-2024,Equipment Maintenance Cost,5202.75,4820.99,USD,Operations,Operational,New initiative
24-07-2024,Equipment Maintenance Cost,7631.91,7015.31,USD,Operations,Operational,Requires improvement
30-10-2024,On-Time Delivery Rate,78.85,86.84,%,Logistics,Operational,Above target
12-05-2024,Production Downtime,11.83,11.07,hours,Manufacturing,Operational,New initiative
28-03-2024,On-Time Delivery Rate,80.34,87.96,%,Logistics,Operational,On track
22-05-2024,Workplace Safety Incidents,1.6,1.46,count,Operations,Social Impact,Above target
17-04-2024,Training Hours,39.98,44.3,hours,Operations,Social Impact,Above target
15-06-2024,Energy Consumption,34189.05,31851.69,kWh,Manufacturing,Energy,Below target
30-05-2024,Production Downtime,8.96,8.12,hours,Manufacturing,Operational,New initiative
22-04-2024,Fuel Efficiency,7.32,8.13,km/l,Logistics,Energy,Below target
24-02-2024,On-Time Delivery Rate,78.87,87.56,%,Logistics,Operational,New initiative
15-04-2024,Customer Complaints,8.7,8.11,count,Quality Control,Social Impact,New initiative
20-03-2024,Inspection Hours,13.11,11.93,hours,Quality Control,Quality,Requires improvement
02-09-2024,Inspection Hours,23.25,21.43,hours,Quality Control,Quality,Above target
06-04-2024,Water Usage,9894.16,8996.28,liters,Manufacturing,Water,Above target
31-03-2024,Inspection Hours,21.19,19.09,hours,Quality Control,Quality,Above target
20-08-2024,Inspection Hours,6.74,6.09,hours,Quality Control,Quality,Above target
04-11-2024,Product Defect Rate,3.76,3.41,%,Quality Control,Quality,On track
25-11-2024,Water Usage,19815.54,17943.01,liters,Manufacturing,Water,On track
17-11-2024,Carbon Emissions,34.1,32.35,tons,Manufacturing,Emissions,Above target
28-12-2024,Energy Consumption,48092.8,43539.23,kWh,Manufacturing,Energy,Below target
24-03-2024,Carbon Emissions,24.51,22.53,tons,Manufacturing,Emissions,Requires improvement
20-12-2024,Packaging Waste,265.51,242.2,kg,Logistics,Waste,New initiative
31-05-2024,Fuel Efficiency,4.61,5.11,km/l,Logistics,Energy,New initiative
24-04-2024,Production Downtime,18.3,16.85,hours,Manufacturing,Operational,On track
25-04-2024,Carbon Emissions,51.22,48.44,tons,Manufacturing,Emissions,Below target
22-02-2024,Product Defect Rate,2.71,2.57,%,Quality Control,Quality,Above target
13-02-2024,Packaging Waste,84.33,77.3,kg,Logistics,Waste,Below target
03-11-2024,Production Downtime,7.27,6.7,hours,Manufacturing,Operational,Below target
15-11-2024,Equipment Maintenance Cost,1927.09,1798.68,USD,Operations,Operational,Below target
04-12-2024,Packaging Waste,443.93,405.55,kg,Logistics,Waste,Requires improvement
02-01-2024,Packaging Waste,414.82,388.09,kg,Logistics,Waste,On track
04-02-2024,Employee Turnover Rate,1.05,0.98,%,Operations,Social Impact,Requires improvement
16-02-2024,Production Downtime,11.41,10.68,hours,Manufacturing,Operational,Above target
10-09-2024,On-Time Delivery Rate,79.81,86.82,%,Logistics,Operational,Below target
11-03-2024,Audit Failures,1.39,1.28,count,Quality Control,Quality,Below target
09-09-2024,Equipment Maintenance Cost,4477.27,4140.83,USD,Operations,Operational,New initiative
22-10-2024,Equipment Maintenance Cost,1294.37,1211.2,USD,Operations,Operational,New initiative
04-07-2024,Workplace Safety Incidents,0.71,0.64,count,Operations,Social Impact,On track
03-07-2024,Inspection Hours,28.02,25.3,hours,Quality Control,Quality,Below target
03-08-2024,Training Hours,24.22,25.72,hours,Operations,Social Impact,New initiative
01-03-2024,Employee Turnover Rate,1.83,1.74,%,Operations,Social Impact,Above target
09-07-2024,Equipment Maintenance Cost,7464.27,6977.65,USD,Operations,Operational,Requires improvement
21-03-2024,Energy Consumption,34823.63,31469.71,kWh,Manufacturing,Energy,New initiative
07-01-2024,Carbon Emissions,45.18,42.87,tons,Manufacturing,Emissions,On track
27-09-2024,Inspection Hours,24.14,22.29,hours,Quality Control,Quality,Above target
26-05-2024,Transport Emissions,8.82,8.09,tons,Logistics,Emissions,On track
29-03-2024,Carbon Emissions,16.66,15.4,tons,Manufacturing,Emissions,New initiative
10-10-2024,Workplace Safety Incidents,1.19,1.1,count,Operations,Social Impact,Requires improvement
19-05-2024,Packaging Waste,369.21,340.11,kg,Logistics,Waste,Above target
24-07-2024,Production Downtime,10.66,10.1,hours,Manufacturing,Operational,Above target
05-11-2024,Carbon Emissions,49.44,45.31,tons,Manufacturing,Emissions,New initiative
13-07-2024,Water Usage,24393.4,22750.14,liters,Manufacturing,Water,Requires improvement
18-05-2024,Workplace Safety Incidents,2.41,2.25,count,Operations,Social Impact,Above target
15-01-2024,Energy Consumption,8501.39,7907.65,kWh,Manufacturing,Energy,Below target
01-11-2024,Training Hours,11.15,12.32,hours,Operations,Social Impact,Above target
03-05-2024,Waste Generation,1167.34,1101.17,kg,Manufacturing,Waste,On track
04-09-2024,Fuel Efficiency,9.17,9.88,km/l,Logistics,Energy,New initiative
01-07-2024,Energy Consumption,19156.11,18144.2,kWh,Manufacturing,Energy,On track
01-07-2024,Transport Emissions,10.5,9.62,tons,Logistics,Emissions,Requires improvement
21-02-2024,Workplace Safety Incidents,0.99,0.94,count,Operations,Social Impact,New initiative
20-01-2024,Workplace Safety Incidents,1.76,1.62,count,Operations,Social Impact,New initiative
28-04-2024,On-Time Delivery Rate,79.87,86.52,%,Logistics,Operational,On track
21-09-2024,Employee Turnover Rate,1.75,1.65,%,Operations,Social Impact,New initiative
15-11-2024,Transport Emissions,15.92,14.6,tons,Logistics,Emissions,Below target
02-05-2024,Product Defect Rate,4.51,4.23,%,Quality Control,Quality,Requires improvement
19-02-2024,Workplace Safety Incidents,2.87,2.66,count,Operations,Social Impact,Requires improvement
12-09-2024,Carbon Emissions,84.14,78.97,tons,Manufacturing,Emissions,On track
04-02-2024,Water Usage,16372.22,15499.63,liters,Manufacturing,Water,Above target
12-05-2024,Packaging Waste,209.02,188.86,kg,Logistics,Waste,Requires improvement
04-03-2024,Customer Complaints,7.63,7.04,count,Quality Control,Social Impact,Above target
13-11-2024,Product Defect Rate,2.14,1.96,%,Quality Control,Quality,Requires improvement
10-07-2024,Equipment Maintenance Cost,3983.96,3753.85,USD,Operations,Operational,Below target
13-11-2024,Water Usage,25791.18,23550.99,liters,Manufacturing,Water,On track
23-02-2024,Carbon Emissions,78.68,72.98,tons,Manufacturing,Emissions,Above target
24-04-2024,Transport Emissions,4.01,3.69,tons,Logistics,Emissions,On track
24-11-2024,Audit Failures,1.34,1.23,count,Quality Control,Quality,Requires improvement
09-08-2024,Product Defect Rate,0.89,0.83,%,Quality Control,Quality,Requires improvement
05-09-2024,Equipment Maintenance Cost,3622.85,3318.04,USD,Operations,Operational,New initiative
20-03-2024,Equipment Maintenance Cost,1586.1,1463.54,USD,Operations,Operational,New initiative
03-11-2024,Inspection Hours,21.01,19.25,hours,Quality Control,Quality,On track
30-08-2024,Product Defect Rate,4.71,4.32,%,Quality Control,Quality,Requires improvement
18-05-2024,Workplace Safety Incidents,0.63,0.57,count,Operations,Social Impact,Requires improvement
11-02-2024,On-Time Delivery Rate,77.55,85.84,%,Logistics,Operational,Requires improvement
04-04-2024,Transport Emissions,17.55,16.26,tons,Logistics,Emissions,Below target
25-03-2024,Energy Consumption,45273.05,41715.8,kWh,Manufacturing,Energy,Below target
18-12-2024,Training Hours,43.79,47.39,hours,Operations,Social Impact,New initiative
06-01-2024,Equipment Maintenance Cost,3869.58,3616.68,USD,Operations,Operational,Requires improvement
14-06-2024,Workplace Safety Incidents,2.17,2.02,count,Operations,Social Impact,Above target
12-09-2024,Fuel Efficiency,5.31,5.75,km/l,Logistics,Energy,Above target
23-09-2024,Fuel Efficiency,8.37,8.96,km/l,Logistics,Energy,Below target
23-11-2024,Water Usage,47222.86,44524.7,liters,Manufacturing,Water,Requires improvement
